一比一	714
一毛	796
一氣	924
一氣之下	753
一氣呵成	743
一氧化碳	766
一水	723
一汽	1345
一汽大衆	890
一汽豐田	820
一波	1659
一波三折	738
一派	1271
一流	2883
一浪	860
一清二楚	791
一滴	1186
一滴水	747
一滴淚	764
一炮	802
一無	774
一無所有	1073
一無所獲	745
一無所知	1012
一無是處	833
一熱	722
一牀	711
一片	8294
一片片	833
一片空白	944
一版	1064
一班	1468
一球	1157
一環	1107
一瓶	2013
一生	7207
一生一世	899
一生中	722
一男	811
一男一女	826
一男子	862
一畝	763
一番	4217
一番話	753
一疊	807
一發	924
一百	2778
一百二十	815
一百五十	810
一百元	715
一百多	1274
一百萬	940
一盆	985
一盒	1307
一盞	949
一盤	1426
一目瞭然	1042
一直	54109
一直以來	1784
一直以爲	1108
一直在	829
一直是	773
一直沒有	1967
一直都	815
一直都在	1041
一看	5691
一眼	4157
一睹	828
一瞥	813
一瞬	925
一瞬間	1478
一知半解	701
一石	762
一碗	1697
一碟	762
一碰	744
一票	1442
一科	789
一秒	1297
一程	794
一種	28976
一種特殊	905
一空	827
一窩	786
一竅不通	785
一站	1213
一站式	860
一章	1226
一端	1062
一笑	2791
一筆	2964
一筆錢	792
一等	1047
一等獎	1434
一箱	933
一節	1469
一節課	901
一篇	4706
一篇文章	1518
一簾幽夢	768
一籌	803
一米	1293
一粒	1289
一系列	4409
一系列的	1385
一紅	755
一紙	957
一級	3844
一級市場	710
一組	3141
一絕	745
一統	869
一絲	3157
一絲不掛	762
一絲不苟	818
一絲絲	833
一經	1313
一維	722
一網打盡	818
一線	3157
一縷	1207
一罐	769
一羣	4480
一羣人	1346
一翻	883
一而再	744
一聲	7241
一聲不吭	703
一聲嘆息	773
一職	976
一聽	2050
一股	3309
一脈相承	728
一腔	749
一腳	1991
一腿	708
一臉	2439
一臉的	972
一致	7601
一致性	1121
一臺	5165
一臺電腦	913
一舉	1632
一舉一動	992
一舉兩得	705
一般	48505
一般人	2000
一般來說	1608
一般性	935
一般而言	731
一艘	1184
一色	893
一萬	2475
一萬元	811
一葉	919
一處	2411
一號	2543
一號線	750
一行	3351
一袋	976
一襲	865
一見	1375
一見鍾情	1121
一視同仁	786
一覺	1372
一覽	1245
一覽表	995
一角	1447
一觸即發	776
一言	1123
一言一行	721
一言不發	813
一記	1182
一詞	1291
一試	898
一語	946
一說	2162
一課	911
一講	759
一變	853
一貫	2304
一貼	786
一走	967
一起	56621
一起來	786
一起做	877
一起分享	1088
一起去	2316
一起吃	1039
一起玩	1184
一起看	957
一起走	984
一起走過	780
一趟	2888
一跤	713
一路	5971
一路上	743
一路走來	845
一路順風	795
一跳	1838
一蹴而就	701
一躍	1018
一身	3786
一車	885
一輛	4086
一輛車	1151
一輩	833
一輩子	4943
一輪	2182
一轉	974
一轉眼	777
一通	1346
一連	1068
一連串	1176
一週	5414
一週內	889
一週年	706
一進	1053
一遇	853
一遊	830
一遍	5354
一遍遍	841
一過	821
一道	4389
一道道	841
一邊	11126
一邊倒	718
一郎	843
一部	6706
一部分	829
一針	900
一針見血	724
一鍋	875
一鍵	1148
一長	812
一門	1845
一閃	1087
一閃而過	742
一開	950
一開始	796
一間	2785
一關	915
一陣	5137
一陣子	1507
一陣陣	1014
一陣風	813
一隅	749
一隊	1123
一隻	7929
一隻小	796
一隻手	1357
一隻腳	768
一隻貓	747
一集	1317
一雙	2771
一震	844
一面	4953
一響	708
一頁	1737
一頂	1100
一項	6194
一頓	3313
一頭	2739
一頭霧水	849
一顆	4053
一顆心	850
一顆顆	746
一題	791
一類	2845
一餐	860
一首	3512
一首歌	1618
一首詩	899
一馬	821
一驚	1244
一體	3077
一體化	2013
一體機	1119
一鳴驚人	714
一點	39999
一點一滴	853
一點一點	1144
一點不	701
一點也	761
一點也不	1682
一點兒	1508
一點點	4734
一齊	1581
一齣	1495
丁	4862
丁丁	1222
丁俊暉	1097
丁字褲	725
丁磊	809
丁香	1017
丂	450
七	7236
七七	1058
七人	754
七位	726
七個	1548
七八	1663
七分	903
七十	1211
七十二	912
七十年代	958
七千	808
七喜	927
七夕	1428
七夜	731
七大	1197
七天	1382
七寶	845
七屆	867
七年	1711
七彩	1059
七彩虹	1046
七成	1015
七日	977
七星	1053
七月	1860
七月份	770
七樓	714
七次	808
七歲	845
七百	818
七種	835
七色	761
七號	994
七點	1219
丄	679
丅	671
丆	610
万	1325
丈	1033
丈夫	5864
丈母娘	958
三	27727
三一	858
三七	878
三三	775
三三兩兩	718
三下	745
三世	858
三中	850
三中全會	954
三九	858
三五	1115
三井	749
三亞	1849
三亞市	763
三人	2668
三人行	801
三代	1240
三件	891
三份	800
三位	1971
三位一體	755
三個	12421
三個人	1798
三個代表	1116
三個字	1224
三個方面	1130
三個月	3013
三個階段	857
三倍	989
三元	1143
三元橋	791
三兩	780
三八	959
三分	2103
三分之一	1605
三分之二	1050
三分球	834
三分鐘	1079
三到	750
三劍客	751
三包	871
三區	927
三十	3324
三十一	787
三十二	922
三十五	930
三十八	880
三十六	1006
三十年代	728
三十日	734
三十歲	1026
三十萬	748
三千	1646
三千多	718
三口	1015
三句話	766
三合一	744
三名	1354
三哥	849
三四	1615
三國	2630
三國志	1059
三國演義	940
三國無雙	776
三圍	879
三地	926
三場	898
三塊	871
三多	1013
三夜	735
三大	4166
三天	3533
三套	833
三姐	752
三字	728
三季報	779
三季度	1261
三家	1601
三寶	927
三尺	885
三屆	944
三層	1526
三峽	1661
三峽大壩	714
三峽工程	869
三峽庫區	733
三年	5881
三年來	804
三年內	898
三年前	1069
三年後	847
三年級	991
三度	748
三座	756
三廂	949
三張	1133
三強	800
三思	836
三成	1014
三房	853
三支	804
三文魚	765
三方	1371
三方面	932
三日	1105
三明	904
三明治	792
三星	4383
三星電子	746
三是	3880
三更	820
三月	1846
三月份	805
三期	1359
三本	882
三杯	732
三根	776
三條	1466
三極管	752
三樓	1419
三次	3039
三次會議	724
三款	1129
三步	999
三歲	1135
三段	871
三毛	1015
三水	846
三江	902
三洋	1023
三流	852
三班	741
三環	1103
三甲	875
三界	836
三番	733
三百	1495
三百多	785
三相	929
三種	2985
三章	836
三等	845
三等獎	1013
三節	787
三篇	778
三級	2242
三級片	1018
三組	806
三維	1929
三線	916
三者	1225
三聚氰胺	1192
三聯	1033
三聲	741
三腳架	881
三至	713
三臺	898
三色	864
三菱	1408
三萬	1083
三處	732
三號	1077
三要	799
三角	1690
三角形	1208
三角洲	860
三路	863
三軍	857
三輪	1015
三輪車	1062
三農	859
三通	806
三週	922
三遍	820
三道	876
三郎	754
三部	1071
三部曲	986
三里屯	809
三重	885
三門	907
三門峽	849
三間	733
三陪	708
三隻	1088
三面	876
三項	1469
三顆	736
三類	1254
三餐	855
三首	756
三鹿	1123
三點	1948
上	285526
上一	1489
上一個	771
上一層	841
上一年	735
上一次	1183
上一篇	1167
上一頁	1228
上上	970
上上下下	863
上下	4352
上下文	964
上下游	829
上下班	1215
上不了	1201
上不去	1440
上世紀	731
上乘	853
上也	1606
上了	5350
上交	1222
上交所	758
上人	709
上任	1406
上位	886
上佳	729
上來	9764
上個	2306
上個世紀	1051
上個月	1638
上做	856
上傳	6768
上傳到	851
上傳圖片	834
上億	833
上冊	702
上分器	786
上到	884
上前	1647
上加	950
上千	1282
上千萬	816
上升	7755
上午	11182
上半場	1168
上半年	3342
上半身	865
上卻	872
上去	9153
上古	967
上司	1671
上吊	882
上品	821
上哪	779
上回	1074
上圖	3008
上地	984
上坡	756
上報	2633
上場	1733
上大學	742
上天	1959
上好	875
上學	4775
上官	1191
上寫	1005
上將	968
上尉	823
上就	953
上屆	925
上層	1377
上層建築	721
上山	1385
上岸	955
上島	739
上崗	1292
上市	10776
上市交易	770
上市公司	5084
上市時間	820
上帝	4762
上師	794
上年	1233
上心	755
上手	1265
上投	944
上投摩根	735
上揚	1784
上攻	1083
上文	819
上方	2035
上旬	791
上星期	844
上映	1962
上書	914
上月	1355
上有	3553
上期	903
上架	1160
上校	861
上桌	733
上榜	1155
上樓	1173
上機	978
上次	16325
上汽	1066
上流社會	759
上浮	891
上海	47580
上海交大	771
上海人	1541
上海國際	901
上海地區	818
上海大學	759
上海大衆	1117
上海市	3926
上海樓市	713
上海汽車	788
上海浦東	872
上海灘	1022
上海站	779
上海話	811
上海車展	866
上海通用	897
上游	1723
上演	2495
上漲	8324
上火	1407
上牀	2079
上牌	868
上班	22685
上班族	1156
上班時間	940
上畫	762
上當	1595
上當受騙	860
上癮	1197
上百	1232
上百萬	824
上的	18464
上皮	855
上皮細胞	724
上看	2522
上空	1391
上站	901
上端	756
上第	740
上策	705
上籃	957
上級	3025
上級領導	768
上網	16786
上網卡	859
上網時間	724
上網本	789
上線	5933
上繳	1009
上聯	814
上肢	744
上至	725
上臺	1645
上航	737
上船	780
上色	777
上菜	746
上萬	1139
上蒼	811
上蓋	786
上虞	796
上行	1547
上街	1457
上衝	765
上衣	1474
上裝	803
上訪	1349
上訴	1465
上訴人	889
上說	1667
上課	7273
上調	2032
上講	1354
上證	1286
上證所	711
上證指數	1137
上路	1681
上身	1248
上車	2031
上載	802
上輩子	807
上輪	763
上述	8116
上週	4104
上週末	983
上進	1110
上進心	818
上過	1357
上還	1125
上邊	1358
上部	1141
上都	1428
上鉤	796
上鋪	857
上鏡	767
上門	3158
上門服務	866
上限	1989
上陣	1183
上電	715
上面	20619
上頭	917
上風	882
上饒	876
上馬	1109
下	164421
下一	1782
下一代	1652
下一個	796
下一次	1284
下一步	3080
下一站	865
下一篇	1189
下一頁	1392
下下	980
下不了	891
下不來	706
下了	5294
下令	1291
下來	21204
下個	3170
下個月	1912
下冊	715
下凡	787
下列	2935
下到	988
下劃線	749
下午	27667
下午茶	842
下半	793
下半場	1239
下半年	2773
下半身	1002
下去	12450
下吧	993
下單	1424
下回	1211
下圖	1236
下坡	858
下垂	1002
下場	1675
下子	914
下完	995
下定	834
下定決心	1048
下家	802
下屆	706
下層	1005
下屬	2529
下山	1362
下崗	1595
下崗工人	720
下崗職工	928
下巴	1614
下廚	781
下意識	1141
下手	1863
下拉	1160
下挫	1067
下探	859
下放	907
下文	1266
下方	1852
下旬	1358
下星期	943
下月	1388
下有	733
下期	883
下架	856
下棋	1076
下榻	799
下樓	1651
下次	11831
下水	1242
下水道	1040
下沉	944
下沙	907
下注	922
下流	1162
下海	926
下游	1627
下滑	2516
下牀	894
下班	11581
下發	2102
下的	2681
下着	883
下移	760
下端	721
下筆	734
下級	1198
下線	2605
下聯	830
下肚	718
下肢	1027
下至	738
下臺	1135
下落	1135
下落不明	723
下蛋	720
下行	1364
下表	867
下設	935
下課	1765
下調	1936
下賤	755
下跌	5576
下跪	951
下身	1089
下車	2684
下載	28268
下載地址	1392
下載安裝	744
下載軟件	788
下載速度	825
下輩子	1131
下轄	808
下述	806
下週	6579
下週一	1313
下過	895
下達	1666
下邊	1220
下部	1244
下鄉	1228
下鋪	758
下鍋	769
下降	9209
下限	978
下雨	4531
下雨了	993
下雨天	884
下雪	1207
下面	17464
下頁	708
下頜	834
下頭	706
下風	791
下馬	855
下體	860
丌	531
不	590801
不一	1226
不一定	807
不一會	799
不一會兒	793
不一樣	834
不上	4032
不下	2005
不下去	732
不下雨	732
不中	781
不久	5597
不久前	1357
不乏	1580
不乖	12970
不也	911
不乾膠	808
不亂	937
不了	10841
不了了	887
不了了之	869
不予	1629
不二	959
不交	942
不亦樂乎	901
不亮	818
不以	881
不以爲然	1060
不休	1058
不似	822
不但	5874
不低	1046
不低於	713
不住	4245
不佔	757
不作	1338
不作爲	996
不佳	1692
不來	3701
不來梅	752
不依不饒	707
不便	2138
不便宜	867
不俗	1260
不保	788
不保證	1044
不信	3967
不倒	1052
不倫不類	776
不值	1214
不值得	740
不假	852
不假思索	718
不做	3981
不停	5086
不停地	763
不停的	1937
不傷	744
不傻	740
不僅	16220
不僅僅	3979
不僅僅是	769
不僅如此	772
不僅是	764
不像	4968
不光	1805
不免	1445
不入	842
不全	1456
不公	1178
不公平	735
不具	762
不再	13213
不再是	769
不冷	869
不准	1944
不凡	1125
不出	5225
不出來	781
不出聲	722
不分	1858
不切實際	918
不利	2589
不利因素	781
不利影響	898
不利於	712
不到	18149
不力	1045
不加	1661
不動	3122
不動了	988
不動產	1145
不動聲色	878
不務正業	746
不勝	1290
不包	720
不包含	805
不匹配	744
不卡	998
不厭	820
不厭其煩	853
不去	9118
不及	1966
不受	2555
不只	1292
不只是	744
不叫	1834
不可	9076
不可一世	746
不可以	813
不可分割	762
不可告人	714
不可多得	846
不可忽視	917
不可思議	1841
不可想象	701
不可或缺	1206
不可抗力	732
不可抗拒	734
不可替代	833
不可理喻	773
不可缺少	1061
不可能	856
不可能的	1113
不可逆轉	705
不可避免	1678
不可開交	755
不吃	2943
不合	1741
不合時宜	787
不合格	738
不合理	721
不合適	710
不同	38439
不同之處	835
不同凡響	720
不同國家	741
不同地區	786
不同尋常	781
不同層次	825
不同意	731
不同意見	872
不同於	726
不同時期	788
不同程度	1563
不同階段	739
不同顏色	754
不同類型	1078
不吝	754
不含	1607
不和	1085
不哭	1287
不問	1261
不善	1089
不喜	840
不喜歡	844
不喝	1242
不單	994
不嚴	808
不回	2377
不在	8569
不在乎	2064
不在少數	876
不在意	710
不在線	1038
不在話下	753
不均	843
不堪	1898
不堪一擊	804
不堪回首	758
不堪重負	743
不報	813
不壞	1036
不外乎	839
不多	8220
不夠	13867
不大	8287
不大不小	736
不太	9554
不太好	2258
不失	1375
不失時機	704
不失爲	955
不好	31391
不好嗎	822
不好意思	9506
不好用	1063
不好說	727
不好過	821
不如	11804
不如說	1026
不妙	988
不妥	1322
不妨	3131
不嫁	788
不嫌	821
不孕	1034
不孕不育	832
不孕症	758
不存	728
不存在	775
不孝	840
不學	971
不守	748
不安	2374
不完	1880
不完全	714
不完美	851
不定	2054
不定時	738
不宜	2655
不容	1464
不容忽視	983
不容易	820
不容樂觀	895
不容置疑	713
不寒而慄	714
不實	991
不寫	1170
不對	7169
不對勁	1086
不小	1977
不小的	1580
不少	19545
不少人	1945
不就	2396
不就是	753
不屈	864
不屈不撓	715
不屑	1729
不屑一顧	906
不屬於	751
不巧	790
不差	1216
不已	2216
不帥	929
不帶	2262
不常	782
不平	1260
不幸	4244
不幸福	775
不幹	1848
不強	1363
不得	10671
不得不	6399
不得了	725
不得其解	732
不得已	1129
不得擅自	715
不得而知	930
不復	908
不復存在	886
不必	5247
不必要	732
不忍	1352
不忘	1555
不忙	1964
不忠	729
不快	1420
不快樂	1068
不怎麼	778
不怎麼樣	1307
不怕	5901
不怕不怕	779
不思	975
不思進取	702
不急	2683
不怪	937
不息	984
不悅	832
不悔	820
不惜	1984
不想	17711
不想做	948
不想要	916
不愁	1029
不愉快	709
不愛	2410
不愛你	994
不愛我	887
不感興趣	1122
不愧	1444
不慌	729
不慎	1221
不慢	784
不慣	797
不懂	9451
不懈	1163
不懈努力	871
不應	2076
不應該	789
不懷好意	740
不懼	821
不成	3363
不戴	750
不打	2124
不扣	819
不找	950
不把	1232
不折不扣	957
不抱	723
不拉	818
不拿	907
不按	880
不振	818
不捨	1262
不掉	1743
不接	1297
不提	1382
不換	1042
不搞	1120
不擇手段	896
不支	725
不收	1260
不改	1308
不放	1604
不救	801
不敗	1112
不敢	11831
不敢當	713
不敢相信	1124
不散	902
不敬	767
不敵	1090
不料	1278
不斷	19951
不斷創新	928
不斷加強	881
不斷地	776
不斷增加	1174
不斷增強	965
不斷完善	1136
不斷提高	1930
不斷擴大	1142
不斷更新	827
不斷發展	1113
不斷的	798
不方便	725
不早	1063
不明	2045
不明不白	729
不易	2496
不是	174223
不是一個	2190
不是不	884
不是你	1569
不是別人	746
不是嗎	1118
不是很	3072
不是很好	1423
不是我	2244
不是沒有	962
不是滋味	795
不是說	2478
不時	1800
不晚	776
不景氣	962
不暢	1029
不曉得	713
不曾	1909
不會	69592
不會出現	1259
不會吧	2800
不會忘記	1069
不會是	752
不會有	807
不會用	995
不會說話	723
不會變	801
不服	1674
不朽	1052
不枉	735
不止	3469
不止一次	946
不正	950
不正之風	738
不正常	725
不歸	935
不歸路	730
不死	2025
不死心	729
不殺	956
不比	1356
不求	1233
不治	810
不沾	748
不法	1129
不法分子	843
不洗	712
不活	817
不深	833
不淺	734
不清	2241
不清楚	787
不減	1042
不測	787
不準	2298
不滅	981
不滿	3914
不滿意	744
不漏	771
不漲	1073
不潔	720
不濟	820
不無	854
不然	12776
不煩	789
不熟	1405
不熱	1039
不爭	1034
不爲	1269
不爲人知	931
不爽	3810
不玩	2104
不理	2295
不理我	1485
不甘	1117
不甘心	710
不甚	1054
不生	792
不用	31334
不用擔心	1411
不用註冊	892
不用說	719
不由	1606
不由得	1393
不由自主	1252
不畏	834
不留	1259
不當	2280
不疼	949
不痛	893
不發	1274
不盡	1741
不相	983
不相上下	775
不相同	708
不看	3427
不着	1738
不睡	1291
不睡覺	1038
不瞭解	752
不知	13482
不知不覺	2045
不知所云	800
不知所措	1264
不知道	949
不短	784
不破	780
不碰	750
不確定	759
不確定性	1274
不祥	833
不禁	2823
不穩	1309
不穩定	733
不穿	1180
不笑	852
不符	1459
不符合	746
不等	1541
不等於	702
不答	744
不算	5984
不算什麼	921
不管	14811
不管怎樣	964
不管是	775
不管用	911
不約而同	1094
不累	1281
不絕	966
不絕於耳	763
不給	3458
不經	931
不經意	1417
不經意間	1054
不緊不慢	760
不缺	1138
不羈	947
不美	757
不習慣	728
不老	1011
不耐	722
不耐煩	1289
不聞不問	731
不聽	1620
不肯	3460
不育	887
不胖	840
不能	81563
不能上網	725
不能不	745
不能使用	1061
不能做	1032
不能動	783
不能吃	946
不能夠	724
不能容忍	824
不能忘記	809
不能承受	773
不能接受	1107
不能正常	902
不能用	2010
不能看	758
不能確定	868
不能自拔	801
不能超過	891
不能通過	729
不脫	749
不自然	828
不自禁	706
不自覺	721
不至於	2453
不致	852
不舒服	759
不良	3045
不良反應	1040
不良影響	872
不良貸款	818
不良資產	839
不花	783
不菲	1116
不落	807
不虧	810
不行	24505
不行了	717
不衰	800
不被	1638
不裝	808
不要	66321
不要以爲	1132
不要做	928
不要去	1236
不要問	762
不要太	1441
不要忘記	979
不要用	1218
不要緊	1839
不要臉	1362
不要輕易	984
不要錢	1174
不要錯過	836
不見	6007
不見了	754
不見得	1574
不規則	1021
不覺	1316
不覺得	747
不解	1700
不言	1041
不言而喻	925
不計	1256
不計其數	815
不記得	2293
不設	867
不許	2955
不該	3077
不詳	1166
不認	1048
不語	1101
不誤	826
不說	7397
不調	845
不談	1425
不論	3269
不論是	1551
不謀而合	739
不講	1223
不謝	796
不識	982
不讀	840
不變	2946
不變的	1307
不讓	4541
不象	1433
不負	1104
不負責任	1440
不貴	1661
不買	2500
不賠	776
不賣	1550
不賴	885
不贏	707
不走	1733
不起	3734
不起作用	764
不起來	748
不起眼	1051
不足	9071
不足之處	864
不足以	701
不足爲奇	753
不跌	798
不跑	779
不跟	1245
不輕	898
不輸	789
不轉	814
不辦	709
不退	925
不送	891
不透	867
不通	2255
不進	1267
不過	104355
不過如此	829
不過是	819
不道德	866
不遠	2572
不遠處	1197
不適	2011
不適合	764
不適應	705
不遲	879
不選	792
不遺餘力	930
不還	763
不配	1140
不醒	851
不重	818
不重要	733
不錯	47595
不錯啊	1496
不錯的	824
不鏽鋼	2004
不長	1519
不開	2556
不關	1129
不降	762
不限	1629
不雅	1056
不離	1049
不離不棄	833
不難	2505
不需	1819
不需要	831
不露	767
不靈	971
不靠	832
不順	1140
不須	740
不願	4134
不願意	812
不顧	2676
不顧一切	1046
不顯示	1033
不餓	1027
不高	3995
不高興	734
不黑	745
不齊	881
不齒	736
与	100
丏	332
丐	747
丐幫	850
丑	3391
丒	399
专	0
且	13038
且不	931
且不說	855
且有	958
丕	775
世	4115
世上	2388
世乒賽	772
世事	1191
世人	2116
世代	1064
世俗	1598
世博	1000
世博會	1036
世外桃源	823
世家	1219
世故	793
世界	31747
世界一流	952
世界上	851
世界上最	1901
世界之窗	779
世界冠軍	1018
世界各國	1419
世界各地	1682
世界和平	846
世界大戰	848
世界性	879
世界排名	903
世界最大	893
世界末日	817
世界盃	3783
世界盃賽	738
世界知名	751
世界第一	1201
世界紀錄	945
世界級	1209
世界經濟	1243
世界著名	913
世界裏	1631
世界觀	1138
世界遺產	758
世界銀行	887
世界頂級	802
世紀	7459
世紀初	941
世紀末	917
世行	752
世襲	713
世貿	997
世貿組織	773
世道	1257
世錦賽	1378
世間	2175
世青賽	715
世面	722
丗	710
丘	1458
丘疹	739
丘陵	906
丙	1420
业	1
丛	0
东	0
丝	0
丞	883
丞相	957
丟	6453
丟下	1054
丟丟	757
丟了	2339
丟人	1752
丟失	2785
丟掉	1333
丟棄	1118
丟臉	1321
丠	495
両	542
丢	0
丣	305
两	0
严	0
並	63101
並不	15948
並不一定	1125
並不代表	1665
並不像	930
並不多	1276
並不是	8958
並不會	1292
並不知道	1148
並不能	733
並不難	848
並且	18589
並且在	706
並以	1447
並作	807
並使	1019
並列	1163
並口	740
並可	1164
並向	1355
並在	3443
並報	723
並存	1219
並將	2704
並將其	912
並對	2045
並已	962
並從	858
並把	1260
並按	908
並排	820
並於	1011
並有	1288
並未	3193
並沒	1624
並沒有	856
並無	1919
並用	1225
並由	1097
並稱	893
並給	749
並經	870
並聯	848
並肩	951
並能	1292
並自負	703
並與	1430
並舉	971
並處	770
並行	1311
並被	1029
並請	770
並讓	793
並重	981
並非	5875
並非如此	716
丧	0
丨	829
丩	377
个	0
丫	6079
丫丫	1205
丫頭	3476
丫鬟	895
丬	564
中	243870
中下游	781
中世紀	1005
中也	1169
中了	1028
中亞	1065
中人	855
中介	3007
中介公司	947
中介服務	786
中介機構	1107
中介費	840
中低收入	796
中低檔	708
中低端	897
中佔	781
中來	1012
中俄	1226
中信	2119
中信泰富	714
中信證券	1023
中信銀行	893
中傷	721
中共	4110
中共中央	1590
中共黨員	728
中加	767
中化	800
中午	12634
中南	1186
中南大學	778
中南海	1007
中印	933
中卻	780
中原	2037
中去	1497
中古	756
中含	930
中和	713
中國	107458
中國人	10066
中國人口	754
中國人壽	1055
中國人民	2154
中國人民大學	701
中國企業	2016
